Error_Model,Strength,Process_Infidelity,Gate,F_CB,F_SCG,Gauge_Fidelity
Gate_Independent,1,6.251928297185128e-05,Gate.cx,0.9844026728471289,0.9844026728471286,0.9999999999999998
Gate_Independent,1,6.251928297185128e-05,Gate.t,0.9940050403386875,0.9940050403386862,0.9999999999999996
Gate_Independent,1,6.251928297185128e-05,Gate.h,0.996588714741562,0.9965887147415615,1.0000000000000002
Gate_Independent,1,6.251928297185128e-05,Gate.id,0.9990000041340319,0.9990000041340311,1.0
